id	reads	len	cov
SRS064276_LANL_scaffold_57761	170	1677	10.13
C1931930	185	1823	10.14
C3316220	147	1449	10.14
SRR5947018_C843618	122	1202	10.14
SRR5947078_C889128	108	1065	10.14
SRR5950521_C440435	169	1664	10.15
SRR5950550_C707916	434	4268	10.16
SRR5946704_C667252	327	3214	10.17
SRR5935740_C669372	325	3188	10.19
SRR5935916_C478598	185	1815	10.19
SRR5950727_C354392	220	2158	10.19
SRS022524_Baylor_scaffold_70963	1572	15415	10.19
SRR5946971_C893921	265	2597	10.20
SRR5936131_C455437	82	801	10.23
SRR5946608_C630668	213	2082	10.23
SRR5950760_C404744	175	1709	10.23
SRR5936053_C183214	709	6923	10.24
SRR5950736_C545076	148	1445	10.24
SRR5950789_C727294	332	3240	10.24
SRR5935833_C630730	179	1746	10.25
SRR5950609_C667330	310	3020	10.26
C1467393	357	3475	10.27
SRR5936127_C261631	155	1509	10.27
SRS015663_WUGC_scaffold_37238	173	1683	10.27
SRR5946982_C184494	166	1612	10.29
SRR5950509_C472399	234	2270	10.30
SRR5936109_C612562	152	1473	10.31
SRR5946759_C628315	146	1415	10.31
SRR5947045_C560439	225	2181	10.31
SRR5946992_C324635	312	3016	10.34
SRR5935740_C664216	168	1622	10.35
SRR5935756_C571908	245	2365	10.35
SRR5936158_C524800	174	1680	10.35
SRR5946964_C736832	291	2809	10.35
SRR5935946_C653959	726	7002	10.36
SRR5935945_C355219	194	1870	10.37
SRR5935913_C250869	263	2532	10.38
SRR5935976_C413771	211	2032	10.38
SRR5946652_C589128	116	1117	10.38
SRR5946882_C425945	313	3012	10.39
SRR5946829_C312185	188	1805	10.41
SRR5946976_C710032	111	1066	10.41
C2790944	132	1266	10.42
C1545923	126	1207	10.43
SRR413736_C612977	183	1753	10.43
SRR5950518_C451008	145	1390	10.43
C3478230	237	2270	10.44
SRR5935948_C424055	83	795	10.44
SRR5950692_C403461	137	1312	10.44
SRR5946633_C306646	306	2926	10.45
C2438682	108	1032	10.46
SRR5946776_C1048776	85	812	10.46
C3487532	313	2989	10.47
SRR5935761_C300878	193	1842	10.47
SRR5935784_C491143	495	4726	10.47
SRR5950585_C481395	99	945	10.47
SRR5950719_C103780	327	3121	10.47
C7613093	301	2871	10.48
SRR5936178_C317347	506	4826	10.48
SRR5946929_C618135	277	2642	10.48
C2822460	253	2411	10.49
SRR5935814_C273511	457	4355	10.49
SRR5935919_C419684	260	2477	10.49
SRR5946635_C561118	185	1762	10.49
SRR5946692_C801651	116	1105	10.49
SRR5946999_C491347	254	2421	10.49
SRR5935949_C428619	149	1418	10.50
SRR5946836_C351182	163	1552	10.50
C1318273	358	3406	10.51
SRR413613_C919797	290	2757	10.51
SRR5936158_C531270	745	7088	10.51
SRR5936192_C276439	151	1436	10.51
SRS014923_WUGC_scaffold_55918	227	2158	10.51
SRR5946785_C473701	131	1245	10.52
SRR5950496_C283233	533	5063	10.52
SRR5946613_C565592	472	4482	10.53
C1593187	1105	10482	10.54
SRR5946923_C1036534	483	4578	10.55
SRR5946988_C221356	254	2406	10.55
SRR5947063_C335379	156	1476	10.56
SRR5950747_C765156	191	1808	10.56
SRR5935998_C490299	177	1673	10.57
SRR5950572_C707886	188	1778	10.57
SRS022524_Baylor_scaffold_63692	3077	29109	10.57
SRR5946639_C701112	98	926	10.58
SRR5962908_C419454	196	1849	10.60
SRR413771_C845886	228	2148	10.61
SRR5935741_C454737	130	1225	10.61
SRR5946916_C142693	281	2646	10.61
SRR5947028_C522591	330	3108	10.61
SRR5950532_C756466	117	1102	10.61
SRS014235_WUGC_scaffold_100087	365	3437	10.61
SRR341658_scaffold48616	215	2024	10.62
SRR5950544_C447875	166	1563	10.62
SRR5936043_C534600	271	2547	10.63
SRR5935774_C515875	327	3073	10.64
SRR5935804_C789649	283	2659	10.64
SRR5947081_C570287	274	2575	10.64
SRR5962906_C515863	327	3073	10.64
C4776117	1269	11912	10.65
SRR5946642_C698701	180	1687	10.66
SRR5950502_C380754	357	3348	10.66
SRR5935878_C535358	346	3241	10.67
SRR5947022_C404816	260	2435	10.67
SRS019397_WUGC_scaffold_9888	263	2464	10.67
C2475430	217	2031	10.68
SRR5936037_C588358	196	1835	10.68
SRR5936147_C421014	257	2405	10.68
SRS014459_WUGC_scaffold_87987	309	2891	10.68
SRR413583_scaffold37086	507	4740	10.69
SRR5935899_C519372	199	1861	10.69
SRR5936122_C255368	83	776	10.69
SRR5946712_C473394	52	486	10.69
C2149648	119	1112	10.70
SRR5935884_C812381	155	1448	10.70
SRR5935813_C615679	161	1502	10.71
SRR5950599_C723416	145	1353	10.71
SRR5947028_C481965	64	597	10.72
SRR5950532_C764152	158	1473	10.72
SRR5935848_C847062	160	1490	10.73
SRR5947005_C406218	389	3624	10.73
SRR5936142_C499322	235	2188	10.74
SRR5946855_C177915	136	1266	10.74
SRR5947065_C538690	101	940	10.74
SRR5947081_C564213	165	1535	10.74
SRR5950541_C530974	158	1470	10.74
C2304044	148	1375	10.76
SRR5935914_C614626	310	2879	10.76
SRR5946858_C396415	316	2936	10.76
SRR5950567_C196612	248	2303	10.76
SRR5935812_C383913	192	1782	10.77
SRR5946658_C508792	160	1485	10.77
SRR5950510_C457826	130	1207	10.77
SRR5946955_C637065	144	1335	10.78
SRR5950580_C420169	253	2345	10.78
SRR5946953_C508342	286	2650	10.79
SRR5935980_C260213	309	2859	10.80
SRR5936159_C514620	193	1784	10.81
SRR5946820_C486545	144	1332	10.81
SRR5950767_C943218	118	1091	10.81
C5159013	212	1959	10.82
SRR5950511_C627270	389	3594	10.82
SRR5950702_C570887	212	1959	10.82
SRR413725_C823781	506	4669	10.83
SRR5950676_C289095	142	1310	10.83
SRR5936220_C631370	158	1455	10.85
SRR413614_C827132	469	4317	10.86
SRR413769_scaffold28119	149	1370	10.87
SRR5935924_C333223	394	3622	10.87
SRR5950600_C530517	173	1591	10.87
SRR5946899_C692797	123	1130	10.88
SRR5936132_C893908	467	4288	10.89
SRR5950692_C406997	188	1725	10.89
C3604488	121	1110	10.90
SRR5935742_C400694	311	2852	10.90
SRR5936132_C882600	174	1596	10.90
SRR5946754_C194668	208	1908	10.90
C1893423	133	1219	10.91
SRR5946870_C322628	131	1200	10.91
SRR5950765_C224655	445	4073	10.92
C15576351	192	1756	10.93
SRR5935952_C709264	149	1362	10.93
SRR5946687_C500974	350	3200	10.93
SRR5935762_C463569	290	2649	10.94
SRR5946990_C319347	325	2970	10.94
SRR5947074_C350181	225	2055	10.94
SRR5946667_C470647	494	4510	10.95
SRR5936089_C305636	387	3531	10.96
SRR5950767_C944960	127	1158	10.96
SRR5936065_C612382	178	1622	10.97
SRR5950713_C475302	106	966	10.97
SRR341591_scaffold47179	129	1174	10.98
SRR5946632_C385518	230	2093	10.98
SRR5946638_C490762	109	992	10.98
C2586223	361	3283	10.99
SRR5946763_C407202	131	1191	10.99
SRR5947092_C425771	153	1392	10.99
C2568663	782	7103	11.00
SRR5935948_C439109	176	1600	11.00
SRR5946757_C434314	250	2271	11.00
SRR5950634_C364589	108	981	11.00
SRR5950783_C441059	106	963	11.00
SRR413608_C440641	524	4759	11.01
SRR5935810_C730827	161	1461	11.01
SRR5946880_C789966	205	1858	11.03
SRR5936152_C443567	595	5386	11.04
SRR5946805_C526170	139	1257	11.05
SRR5946807_C684540	312	2823	11.05
SRR5946731_C440120	169	1527	11.06
SRR5950606_C338978	141	1274	11.06
SRR5936081_C424518	623	5626	11.07
C1304318	188	1696	11.08
SRR5936183_C516396	418	3770	11.08
SRR5946656_C585387	124	1119	11.08
SRR5950700_C790116	132	1191	11.08
SRR5936014_C455158	127	1145	11.09
SRR5950488_C375014	315	2839	11.09
SRR5950649_C479580	212	1910	11.09
SRR5935909_C513717	171	1540	11.10
SRR413698_C752987	207	1862	11.11
SRR5936045_C527861	210	1890	11.11
SRR5946840_C299824	123	1106	11.12
SRS024549_LANL_scaffold_18012	365	3277	11.13
SRS049164_WUGC_scaffold_88738	280	2514	11.13
SRR5935802_C442216	328	2942	11.14
SRR5936006_C434583	163	1462	11.14
SRR5950628_C575687	334	2996	11.14
SRR5935765_C563677	191	1709	11.17
SRR5935792_C357479	148	1324	11.17
SRR5936065_C613756	223	1996	11.17
SRR5935761_C305744	646	5776	11.18
SRR5935918_C251229	103	921	11.18
SRR5950487_C552986	246	2199	11.18
SRR5936164_C352421	333	2974	11.19
SRR5936099_C850942	197	1758	11.20
SRR5946723_C432871	194	1731	11.20
SRR5950542_C239542	214	1910	11.20
SRR5962899_C423321	194	1731	11.20
C2587195	390	3479	11.21
SRR5935741_C457657	158	1409	11.21
SRR5947049_C186698	444	3959	11.21
SRR5950580_C419073	228	2033	11.21
SRR5950763_C509588	357	3182	11.21
SRR413618_scaffold43109	528	4702	11.22
SRR5935992_C455364	274	2442	11.22
SRR5946694_C425546	750	6684	11.22
SRS014459_WUGC_scaffold_52692	349	3110	11.22
SRR5935888_C521293	243	2163	11.23
SRR5936212_C542827	98	872	11.23
SRR5947029_C175395	349	3107	11.23
SRR5950583_C408165	254	2260	11.23
SRR5950639_C722011	100	890	11.23
SRR5935970_C904915	166	1476	11.24
SRS057717_LANL_scaffold_17789	532	4730	11.24
SRR5935819_C342938	62	551	11.25
SRR5935950_C533493	360	3198	11.25
SRR5935983_C568484	220	1955	11.25
SRS050925_LANL_scaffold_57202	327	2905	11.25
C3552000	268	2379	11.26
SRR5946800_C497401	371	3292	11.26
SRR5946814_C758145	199	1766	11.26
SRR5947032_C493653	408	3621	11.26
SRR5947044_C244814	126	1118	11.27
SRR5950511_C622050	157	1393	11.27
SRR5946748_C439343	123	1090	11.28
SRR5946777_C779068	167	1479	11.29
SRR5946791_C953065	390	3453	11.29
SRR5946967_C181552	160	1416	11.29
SRR5950638_C119244	476	4215	11.29
SRR413722_C1021538	295	2609	11.30
SRR5935954_C349213	484	4276	11.31
SRR5935987_C321389	268	2369	11.31
SRR5935993_C420648	170	1502	11.31
C3962337	96	848	11.32
SRR5935850_C427862	205	1810	11.32
SRS053603_LANL_scaffold_65133	535	4725	11.32
SRR5946683_C609436	166	1464	11.33
C2627244	108	952	11.34
SRR5935890_C493868	429	3782	11.34
SRR5947040_C164993	129	1137	11.34
SRR5947045_C563473	390	3439	11.34
SRR5947104_C503959	390	3437	11.34
SRR413657_C286290	110	969	11.35
SRR5935812_C386021	231	2035	11.35
SRR5946699_C575132	228	2008	11.35
SRR5950574_C844162	378	3328	11.35
SRR5946870_C329016	324	2850	11.36
SRR5962893_C438772	472	4152	11.36
SRR413663_C822563	243	2137	11.37
SRR413731_C648649	67	589	11.37
SRR5936054_C396028	289	2540	11.37
SRR5946803_C452072	220	1933	11.38
SRR5946937_C448408	150	1317	11.38
SRR5950493_C117634	188	1652	11.38
SRR5962893_C435080	228	2002	11.38
SRR5936127_C266585	272	2387	11.39
SRR5950752_C602785	148	1299	11.39
SRR5946653_C444917	420	3683	11.40
SRR5946931_C469388	281	2463	11.40
SRS015893_WUGC_scaffold_14334	213	1867	11.40
SRR5935799_C699443	214	1875	11.41
SRR5946831_C634652	344	3014	11.41
SRR5946938_C330294	152	1332	11.41
SRR5946961_C411844	287	2514	11.41
SRR5946893_C601155	125	1094	11.42
SRR5935784_C485685	184	1609	11.43
SRR5936120_C410864	197	1723	11.43
SRR5950509_C476017	459	4013	11.43
SRR413566_C654385	175	1529	11.44
SRR5935898_C315882	404	3531	11.44
SRR5946752_C185421	136	1188	11.44
C3061350	133	1161	11.45
SRR5946765_C353526	119	1039	11.45
SRS051031_LANL_scaffold_72134	299	2610	11.45
SRS051031_LANL_scaffold_73473	275	2401	11.45
SRR341706_C876410	383	3341	11.46
SRR341679_scaffold44970	205	1786	11.47
SRR5936160_C206729	168	1464	11.47
SRR5950587_C367776	219	1909	11.47
C4229180	201	1748	11.49
SRR5946880_C787980	185	1609	11.49
SRR5950507_C454412	520	4520	11.50
SRR5946895_C308278	371	3222	11.51
SRR5946948_C425137	374	3247	11.51
SRR5946870_C325036	173	1501	11.52
SRR5935982_C327529	266	2306	11.53
SRR5946810_C340333	275	2385	11.53
SRR5950546_C303312	333	2884	11.54
SRR5935764_C513930	222	1922	11.55
SRR5946860_C169863	298	2579	11.55
SRR5947104_C492759	133	1151	11.55
SRR5935974_C342791	151	1306	11.56
SRR5950535_C431893	233	2015	11.56
C2557416	92	795	11.57
SRR5935872_C302013	460	3974	11.57
SRR5946859_C570414	262	2262	11.58
SRR5935968_C593480	243	2095	11.59
SRR5936105_C647184	749	6457	11.59
SRR5946651_C491227	146	1259	11.59
SRR5946684_C430004	351	3028	11.59
SRR5950552_C315018	362	3123	11.59
SRR5950718_C387999	126	1087	11.59
SRR5936064_C390137	195	1680	11.60
SRR5936152_C444133	779	6715	11.60
SRR5962898_C390139	195	1680	11.60
C1033982	198	1704	11.61
SRR5935849_C438939	780	6717	11.61
SRR5946951_C205535	118	1016	11.61
SRR5950504_C308420	410	3530	11.61
SRR5950523_C249300	195	1679	11.61
C2202102	474	4078	11.62
SRR5936118_C519795	378	3251	11.62
SRR5946743_C417912	329	2831	11.62
SRR5935745_C456488	225	1934	11.63
SRR5936011_C422112	495	4254	11.63
SRR5946687_C501596	447	3837	11.64
SRR5946824_C278511	316	2712	11.65
SRR5946858_C396429	343	2943	11.65
C2358200	604	5178	11.66
SRR5935971_C377080	622	5334	11.66
SRR5946886_C261558	227	1946	11.66
SRR5946969_C932968	163	1397	11.66
SRR5936020_C740039	391	3350	11.67
SRR413771_C847374	276	2362	11.68
SRR5935812_C380811	176	1506	11.68
SRR5946760_C1034798	179	1532	11.68
SRS017307_Baylor_scaffold_29979	482	4126	11.68
SRR413696_C891594	536	4582	11.69
SRR5935768_C772641	384	3284	11.69
SRR5935852_C293406	159	1359	11.69
SRR5936167_C404747	327	2796	11.69
SRR5946972_C231279	383	3275	11.69
SRR5950627_C269121	237	2027	11.69
SRS015782_WUGC_scaffold_32149	125	1069	11.69
SRR5946939_C218359	268	2289	11.70
SRR5950518_C454270	268	2290	11.70
SRS019582_WUGC_scaffold_81711	291	2484	11.71
SRR341715_scaffold54167	133	1134	11.72
SRR5950556_C394045	466	3973	11.72
SRR5946964_C730590	185	1576	11.73
C3832009	117	996	11.74
SRR5936231_C743479	155	1320	11.74
SRR5950634_C366351	136	1158	11.74
SRS064276_LANL_scaffold_69354	301	2562	11.74
SRR5936105_C644276	225	1912	11.76
SRR5946801_C277800	238	2023	11.76
SRR5935926_C810089	619	5259	11.77
SRR5946688_C597583	335	2845	11.77
SRR413613_C925995	803	6813	11.78
SRR5935866_C726342	121	1027	11.78
SRR5946857_C586179	82	696	11.78
SRR5950618_C474694	207	1757	11.78
SRR5950769_C524585	219	1857	11.79
SRR5936126_C499153	331	2804	11.80
SRR5946987_C461002	324	2744	11.80
SRR5950725_C318494	231	1957	11.80
SRR413679_C1057014	191	1617	11.81
SRR5946854_C406713	410	3469	11.81
SRR5950664_C437794	125	1058	11.81
C2054984	259	2191	11.82
SRR5946762_C450073	289	2444	11.82
SRR5950587_C371200	357	3018	11.82
C3156562	206	1740	11.83
SRR413724_scaffold59910	250	2110	11.84
SRR5935753_C467719	337	2845	11.84
SRR5936020_C740745	465	3927	11.84
SRR5946649_C666908	409	3453	11.84
SRR5946806_C286254	788	6655	11.84
SRR5946760_C1010688	83	700	11.85
SRR5950498_C442038	464	3915	11.85
SRS063985_LANL_scaffold_29708	437	3687	11.85
SRR5935840_C341344	177	1492	11.86
SRR5936197_C574301	154	1298	11.86
SRR5946906_C411421	213	1795	11.86
SRR5946946_C460763	382	3219	11.86
SRR5935827_C496393	238	2004	11.87
SRR5946639_C720940	259	2181	11.87
SRR5935804_C790707	402	3383	11.88
SRR5935900_C336427	338	2843	11.88
SRR5946682_C667378	465	3914	11.88
SRR5950616_C286131	300	2525	11.88
SRS064557_LANL_scaffold_20476	250	2104	11.88
SRR5936170_C505240	177	1488	11.89
SRR5935852_C296716	289	2427	11.90
C738402	223	1872	11.91
SRR5946665_C451507	361	3030	11.91
SRR5946909_C263733	172	1444	11.91
SRR5946798_C437032	589	4938	11.92
SRR5936108_C362368	1152	9651	11.93
SRR5946910_C615999	204	1709	11.93
SRR413751_C1145755	150	1256	11.94
SRR5935866_C741202	503	4206	11.95
SRR5946742_C470601	193	1614	11.95
SRR5950729_C722947	348	2910	11.95
SRR5936001_C564598	172	1437	11.96
SRR5935919_C414830	180	1503	11.97
SRR5936097_C823852	431	3598	11.97
SRR5946605_C237556	99	827	11.97
SRR5950532_C760896	153	1278	11.97
SRR5936097_C822592	362	3021	11.98
SRR5946807_C682758	225	1878	11.98
SRR5935910_C476308	265	2209	11.99
SRR5935939_C319482	281	2342	11.99
SRR5936191_C698701	293	2442	11.99
SRR5950620_C424882	505	4210	11.99
SRR5935772_C576075	233	1941	12.00
SRR5946683_C623536	710	5912	12.00
SRR5946691_C618813	259	2158	12.00
C3121131	525	4369	12.01
SRR5935742_C400074	321	2671	12.01
SRR5950649_C484908	455	3785	12.02
SRR413675_C692770	256	2125	12.04
SRR5950532_C770460	308	2557	12.04
SRR5950770_C454194	142	1179	12.04
C3560441	388	3219	12.05
C4412323	383	3176	12.05
SRR5935884_C822771	694	5755	12.05
SRR5950681_C345333	95	788	12.05
SRR413747_C656890	156	1293	12.06
SRR5935757_C623416	196	1625	12.06
SRS015209_WUGC_scaffold_50176	286	2370	12.06
SRS050925_LANL_scaffold_63133	904	7490	12.06
SRR5946961_C414466	520	4308	12.07
SRR5947074_C350867	286	2368	12.07
SRR5935829_C581482	176	1456	12.08
SRR5946707_C589673	253	2093	12.08
SRR5935777_C294260	712	5885	12.09
SRR5950789_C728382	448	3705	12.09
SRS056259_LANL_scaffold_56487	383	3166	12.09
SRR5936066_C546836	236	1950	12.10
SRR5936152_C440389	341	2818	12.10
SRR5947096_C426852	140	1157	12.10
SRR5950770_C466552	459	3791	12.10
SRR5935812_C394035	696	5744	12.11
SRR5936007_C750664	362	2987	12.11
SRR5947041_C402826	278	2293	12.12
SRR5950520_C935316	472	3892	12.12
SRR5950531_C721894	369	3044	12.12
SRR5950693_C765188	457	3770	12.12
SRR5935770_C510816	678	5586	12.13
SRR5935835_C192490	346	2851	12.13
SRR5935961_C225720	145	1195	12.13
SRR5935991_C148519	117	963	12.14
SRR5946690_C481706	534	4398	12.14
SRR5935740_C667812	293	2408	12.16
SRR5946623_C630004	188	1545	12.16
SRR5950692_C412257	601	4939	12.16
C2310029	102	838	12.17
SRS014459_WUGC_scaffold_77554	889	7300	12.17
SRR5946765_C364316	662	5432	12.18
C1450867	255	2091	12.19
SRR5936147_C423984	668	5476	12.19
SRR5936221_C545644	85	697	12.19
SRR5946712_C514020	450	3686	12.20
SRR5946969_C945622	368	3015	12.20
SRR5950778_C442844	109	893	12.20
SRR5946843_C622395	421	3447	12.21
SRR5946795_C650452	158	1292	12.22
SRR413745_C894281	702	5739	12.23
C3873838	199	1625	12.24
SRR413735_C1247522	260	2124	12.24
SRR5946651_C492993	194	1584	12.24
SRR5946985_C909926	183	1495	12.24
SRR5950558_C214827	799	6524	12.24
SRR5950564_C325741	153	1250	12.24
SRR5946733_C351998	217	1771	12.25
SRR5950618_C477200	246	2007	12.25
SRR5936231_C758083	1100	8967	12.26
SRR5962891_C342211	285	2322	12.27
SRR5950500_C434004	419	3410	12.28
SRR5936229_C437760	154	1253	12.29
SRR5946747_C1105185	380	3091	12.29
SRR5935964_C694792	398	3235	12.30
SRR5936156_C515544	132	1073	12.30
SRR5936202_C188491	136	1105	12.30
SRR5946946_C459297	330	2681	12.30
C2197865	396	3213	12.32
SRR5950713_C489682	300	2435	12.32
SRR5935971_C376846	594	4815	12.33
SRR5936198_C285439	455	3688	12.33
C777199	258	2090	12.34
SRR5946856_C564265	288	2333	12.34
SRR5935900_C340419	782	6328	12.35
SRR5936074_C460008	156	1263	12.35
SRR5946919_C494575	743	6011	12.36
SRR5950538_C458994	227	1836	12.36
SRR5946811_C540265	138	1115	12.37
SRR5946842_C355035	144	1164	12.37
SRR5947031_C443001	379	3062	12.37
SRS049900_LANL_scaffold_18158	128	1034	12.37
SRR413579_C775904	383	3093	12.38
SRR5946965_C381059	120	969	12.38
SRR413617_C860454	215	1734	12.39
SRR5947031_C441821	274	2210	12.39
SRR5935914_C608812	124	1000	12.40
SRR5946727_C356178	417	3362	12.40
SRR5935810_C735163	367	2955	12.41
SRR5950546_C298880	181	1458	12.41
SRR5962895_C300503	1291	10396	12.41
SRR5950775_C486749	588	4734	12.42
SRR5935770_C503614	195	1568	12.43
SRR5946958_C602927	477	3837	12.43
SRR5946999_C488033	220	1769	12.43
C1462390	542	4355	12.44
SRR5936197_C582443	321	2580	12.44
SRR5946765_C364042	536	4307	12.44
SRR341700_scaffold48262	261	2095	12.45
SRR5946854_C399993	189	1517	12.45
SRR5947016_C490178	322	2586	12.45
SRR5950661_C406621	715	5739	12.45
SRR5947095_C633555	484	3882	12.46
SRR5946942_C571783	162	1299	12.47
SRR5947081_C574457	783	6278	12.47
SRR5946946_C460769	402	3221	12.48
SRR413727_C1248671	205	1641	12.49
SRR5936095_C820887	202	1617	12.49
SRR5935948_C439385	205	1638	12.51
SRR5935825_C737965	473	3777	12.52
SRR5936097_C823156	408	3258	12.52
SRR5946867_C1117246	147	1174	12.52
SRR5950789_C729850	579	4621	12.52
SRR5936206_C445098	552	4404	12.53
SRS050299_LANL_scaffold_31904	212	1691	12.53
C1603151	306	2438	12.55
C3490916	429	3418	12.55
SRR5936055_C86339	307	2444	12.56
SRR5950551_C405132	147	1170	12.56
SRR5950562_C324488	190	1512	12.56
SRR5935838_C392628	335	2665	12.57
SRR5946644_C449625	313	2489	12.57
SRR5946746_C390779	324	2574	12.58
SRR5936229_C431730	113	897	12.59
SRR5946746_C387577	190	1509	12.59
SRR5950642_C376707	660	5242	12.59
SRR5946645_C419058	328	2602	12.60
SRR5950710_C359852	501	3974	12.60
SRR5946674_C198206	158	1252	12.61
SRR5946777_C764652	98	777	12.61
SRR413561_scaffold34558	456	3612	12.62
SRR413663_scaffold39287	130	1030	12.62
SRR5936037_C585178	184	1457	12.62
SRR5946924_C658596	319	2527	12.62
SRR5950524_C453639	153	1212	12.62
SRR413738_scaffold32959	717	5674	12.63
SRR5936035_C478992	384	3039	12.63
SRR5950592_C394740	284	2248	12.63
SRS015578_WUGC_scaffold_50642	1049	8301	12.63
SRR5936032_C239674	369	2917	12.64
SRR5950544_C443573	141	1115	12.64
SRR5950630_C915202	76	601	12.64
SRR5935942_C778014	289	2283	12.65
SRS058770_LANL_scaffold_38062	195	1541	12.65
SRR5935748_C615461	550	4342	12.66
SRR5946729_C210452	1030	8119	12.68
SRR5947004_C672977	402	3168	12.68
C3661977	160	1259	12.70
SRR5946857_C624089	335	2637	12.70
SRR5950665_C221112	531	4181	12.70
SRR5946707_C593293	751	5908	12.71
SRR5946882_C420899	195	1534	12.71
C1583462	271	2129	12.72
SRR5946746_C384083	142	1116	12.72
SRR5946941_C433360	683	5367	12.72
C2697151	860	6752	12.73
SRR413695_C639682	102	801	12.73
SRR5936195_C775900	389	3054	12.73
SRR5946841_C447684	386	3031	12.73
SRR413770_C540090	443	3477	12.74
SRR5946891_C601026	449	3522	12.74
SRR5950658_C552679	606	4755	12.74
SRR5936008_C199130	584	4579	12.75
SRR5936091_C406727	289	2264	12.76
SRR5946846_C695819	273	2138	12.76
SRR5950715_C298124	571	4473	12.76
SRR5935764_C517224	776	6076	12.77
SRR5935778_C641091	447	3495	12.78
SRR5935820_C664805	168	1314	12.78
SRR5946817_C688345	561	4387	12.78
SRR5950641_C363509	589	4607	12.78
SRS015264_WUGC_scaffold_57153	285	2229	12.78
SRS050422_LANL_scaffold_90896	568	4441	12.78
SRR5935772_C579001	330	2579	12.79
SRR5946608_C631626	340	2657	12.79
SRR5946930_C1000536	337	2634	12.79
SRR5946730_C603984	329	2570	12.80
SRR5946924_C658296	307	2397	12.80
C3108242	97	757	12.81
SRR341715_C951378	149	1163	12.81
C1912136	378	2948	12.82
SRR341640_C454693	153	1193	12.82
SRR5935810_C718879	104	811	12.82
SRR5946801_C281112	560	4365	12.82
SRR5947052_C488462	189	1474	12.82
SRS048870_WUGC_scaffold_42977	625	4874	12.82
SRR5946981_C835223	317	2469	12.83
SRR5935770_C508884	367	2858	12.84
SRR5936197_C579705	248	1931	12.84
SRR5950600_C537631	387	3014	12.84
SRR413566_C656547	219	1704	12.85
C3552437	305	2371	12.86
SRR5935869_C655427	2464	19140	12.87
SRR5936095_C828509	469	3642	12.87
SRR5935805_C201137	412	3197	12.88
SRR5935813_C625643	664	5154	12.88
SRR5947062_C275407	941	7303	12.88
C5155749	239	1853	12.89
SRR5946932_C296906	152	1179	12.89
SRR5947036_C215807	98	760	12.89
SRR5935939_C321288	437	3385	12.90
SRS050925_LANL_scaffold_32081	943	7307	12.90
SRR5935978_C554259	102	790	12.91
SRR5950510_C458454	163	1262	12.91
SRR5950761_C396875	164	1270	12.91
C4425477	266	2058	12.92
SRR413669_scaffold16044	233	1803	12.92
SRR5950594_C465889	256	1981	12.92
SRR5962899_C428727	674	5214	12.92
SRR5935849_C427917	111	858	12.93
SRR5936170_C511892	621	4801	12.93
SRR5935970_C911181	398	3075	12.94
SRS022137_WUGC_scaffold_21834	950	7332	12.95
C2149535	144	1111	12.96
SRR5936101_C690428	213	1641	12.97
SRR341708_C787377	455	3505	12.98
SRR5946807_C684660	381	2935	12.98
SRS024637_LANL_scaffold_32324	299	2303	12.98
C1825501	305	2347	12.99
SRR5946879_C270673	370	2847	12.99
SRR5936101_C695214	419	3221	13.00
SRR5936185_C612997	692	5323	13.00
SRR5946910_C621107	351	2699	13.00
SRR5946613_C564792	435	3343	13.01
SRR341677_C362776	324	2487	13.02
SRR5935764_C517116	719	5521	13.02
SRR5935829_C590052	1380	10592	13.02
