Head_gene_symbol	Head_gene_breakpoint	Tail_gene_symbol	Tail_gene_breakpoint
PQBP1	48760421	MTRR	7885813
PRG2	57157429	SLC43A3	57176648
PRR13	53837557	PCBP2	53848510
PSMA1	14526422	HNRNPF	43892029
PTGES3	57057147	DLX4	48051939
RASGRP3	33701774	BVES	105548381
RFWD3	74695349	MIS12	5393332
RPL23	37006352	YBX1	43166595
RPL30	99053949	SUCLG1	84668581
RRM2	10269281	C2orf48	10281981
RRM2	10269281	C2orf48	10281982
SAMD4B	39847329	BCKDHB	81053999
SAP18	21715134	FUS	31203907
SEPT7P2	45808616	CO9	55840871
SERF2	44085281	C15orf63	44092693
SET	131458674	FDFT1	11653081
SET	131458674	HMGB1	31032878
SET	131458674	RPL22	6245079
SGCD	156194490	CNPY3	42906994
SNHG3	28835441	ZFP90	68598759
SNHG8	119200977	PRRC2B	134323048
SRGAP2B	143916308	SRGAP2C	121107156
SYT15	46964019	LOC728190	89048199
TAS2R14	11091176	PRR4,PRH1	11126254
TAS2R20	11148924	PRR4,PRH1	11199619
TCP10L	33954725	C21orf59	33975471
TMEM126B	85346822	TMEM126A	85361293
TMSB10	85132805	AGAP1	236791032
TNFAIP8L2	151129198	SCNM1	151138947
TPRKB	73959412	FAM116A	57612311
TPRKB	73961556	PARP14	122448308
TPRKB	73961556	ZNF273	64390271
UBA2	34957919	WTIP	34981281
UBA2	34957919	WTIP	34981281
UCHL3	76169126	LMO7	76195899
UQCRQ	132203400	LEAP2	132209642
VAMP1	6574054	CD27-AS1	6557923
ZNF18	11898875	TPRKB	73959412
ZNF738	21543311	ZNF429	21701412
ZNF828	115086707	LILRA5	54818522
ZNF839	102802026	LOC389906	3746577
AD_1	10404	TKT	53258722
ARPC4	9845697	TTLL3	9852305
BC110832,LOC728855	149576699	BC065231	145004780
BPTF	65822453	AMZ2	66246329
C16orf61	81010076	FANCD2	10143212
C6orf114	13470862	GFOD1	13486870
CALML4	68489966	CLN6	68510874
CCDC144B	18528929	PRPSAP2	18769114
CDC42	22400712	CLEC2D	9847356
CISD1	60047581	CCT5	10265111
CR1	207814712	CLEC2D	9845711
cytochrome_b	15887	STAG2	123094474
cytochrome_b	15887	UVRAG	75694430
DHRS1	24761405	RABGGTA	24740517
E2F4	67229788	RPL14	40503551
AC090587.5	3875962	STIM1	3988778
FARSB	223507724	TRIM61	165890630
FLJ39739	147931979	BC065231	145004780
FLJ39739	147931903	BX647792	145013718
HAUS2	42851606	ZFP3	4997532
HIP1	75368119	POM121C	75055735
HLA-J	29974845	HLA-A	29911044
HLA-L	30227473	HLA-B	31323298
HMGN2	26799071	EIF5A	7211007
JA040725	15887	RAPGEF1	134452156
KIAA0754	39880149	MACF1	39888046
LDLRAP1	25894479	C22orf45	24825667
LOC100130581	41453649	GM2A	150648253
LOC100286793	143744586	BC065231	145004780
LOC100286793	143744586	BX647792	145013718
NPIPL1	29415808	LOC100132247	22535140
NPIPL1	29415808	LOC613037	30234349
NPIPL1	29415808	NPIPL3	29497000
NPIP	15035796	LOC613037	30234349
NPIP	15035796	NPIPL3	29497000
NUP62	50432618	ATF5	50433988
PDXDC2P	70076905	LOC100132247	22535140
PDXDC2P	70076905	LOC613037	30234349
PDXDC2P	70076905	NPIPL3	29497000
POLA2	65063461	CDC42EP2	65088015
PVRIG	99816872	PILRB	99943591
PXMP2	133266962	PGAM5	133291444
RFWD3	74695349	MIS12	5393332
RRM2	10269281	C2orf48	10281981
RRM2	10269281	C2orf48	10281982
SYT15	46955628	LOC728190	89048199
TBC1D24	2547114	ATP6V0C	2569219
TCL6	96137824	TCL1B	96157073
TIMM23B	51387763	LINC00843	51732772
TXNDC11	11836647	RSL1D1	11928054
TXNDC11	11815432	RSL1D1	11931969
UBA2	34957919	WTIP	34981281
VAMP1	6574054	CD27-AS1	6557923
ZNF18	11898875	TPRKB	73959412
ZNF655	99158318	LOC100289187	99197828
AD_1	10404	NCF1B	72639745
AD_1	10404	NCF1C	74572383
AD_1	10404	NT5C2	104847773
ADSL	40762502	SGSM3	40796700
ARIH2	48964900	C3orf27	128293142
ARPC4	9845697	TTLL3	9852305
BC110832,LOC728855	149576699	BC065231	145004780
BPTF	65822453	AMZ2	66246329
BSCL2	62474796	HNRNPUL2	62482972
BUB3	124924878	DIP2B	51142075
C16orf61	81010076	ACOX1	73940190
C16orf61	81010076	FANCD2	10143212
C6orf114	13470862	GFOD1	13486870
CCDC144B	18528929	PRPSAP2	18769114
CCNB1IP1	20784386	NOS3	150700425
CD99P1	2544682	CD99	2582462
CDC42	22400712	CLEC2D	9847356
CHCHD2	56169266	LYRM7	130539762
CKS2	91930085	TSIX	73020736
COPS3	17163788	IPCEF1	154476672
CPM	69248839	COX5B	98263530
CR1	207814712	CLEC2D	9845711
CTBS	85028940	GNG5	84967653
cytochrome_b	15887	PPP1R12B	202403783
cytochrome_b	15887	RFWD3	74655296
cytochrome_b	15887	SAFB	5648999
cytochrome_b	15887	SAFB2	5587009
DIXDC1	111892476	POLR1E	37503362
E2F4	67229790	RPL14	40503553
EEF1D	144661949	NAPRT1	144660113
ERI2	20814992	ZNF737	20721147
FAM192A	57207781	LY75	160660901
FAM53B	126395456	METTL10	126448955
FARSB	223507724	TRIM61	165890630
FBXO10	37541771	TOMM5	37588808
FLJ39739	147931979	BC065231	145004780
GLYCTK	52325127	DNAH1	52350471
GLYCTK	52325127	DNAH1	52350471
GNG5	84967653	CTBS	85028940
GPR37L1	202098158	FAM120AOS	96212761
HLA-A	29913546	IFI16	158986322
HLA-B	31324988	HLA-L	30227338
HLA-B	31324449	OGT	70782979
HLA-C	31239704	ANP32A	69070874
HLA-DPB1	33048711	HLA-DRB1,HLA-DRB6	32546546
HLA-J,HLA-H	29856000	HLA-B	31322255
HLA-L	30227473	HLA-F	29691434
IRF8	85955729	TUBGCP6	50682700
JA040725	15887	FAM86A	5134300
JA040725	15887	FAM86DP	75470702
KHDC1	73952253	C6orf147	74001721
KIAA0664	2606792	OK/SW-cl.16	7586
LDLRAP1	25894479	C22orf45	24825667
LOC100130581	41453649	GM2A	150648253
LOC100132247	22525241	NPIP,LOC339047	18451950
LOC100132247	22525241	NPIP,PKD1P1	16429717
LOC100233209	47610225	ACACA	35441926
LOC100286793	143744586	BC065231	145004780
LOC389641	23085666	CHMP7	23103769
LOC400960	70278335	GPANK1	31629449
LOC613037	30257121	NPIP,LOC339047	18451950
LOC613037	30257121	NPIP,PKD1P1	16429717
LOC728190	89102314	MINPP1	89268092
LOC728190	89005872	MINPP1	89268093
LRMP	25219446	CENPN	81063365
MED31	6553302	KIAA0753	6503778
METTL7A	51324509	TRMT2B	100265696
MIR1204	128808254	PVT1	128902835
MMS22L	97592949	CBX3	26252196
MROH9	170936237	RP1-45C12.1	171137242
NACA	57108471	PRIM1	57127931
NCOR1	15933514	KLHL2	166243184
NPIP	15035796	LOC613037	30234349
NPIP	15035796	NPIPL3	29497000
NRG4	76248352	RBM43	152105933
NUSAP1	41663725	ZNF445	44499736
PDXDC2P	70099850	LOC613037	30234349
PDXDC2P	70099850	NPIPL3	29497000
PIK3C2B	204392451	PLA2G10	14782128
PLCG2	81991610	7SK	81995657
POLA2	65063461	CDC42EP2	65088015
POLA2	65063461	CDC42EP2	65088015
POTEM	19987485	ACTB	5567152
PPRC1	103909782	NOLC1	103916776
PRIM1	57135219	HIF3A	46844482
PRIM1	57125407	NACA	57119124
RABGGTA	24740516	DHRS1	24761404
RFWD3	74695349	MIS12	5393332
RPL30	99053949	RAB3GAP2	220323166
RPS14	149829318	FN1	216225178
RRM2B	103251345	TRIP12	230631929
RRM2	10269281	C2orf48	10281981
RUNDC2C	29376379	PLA2G10	14766404
SAMD4B	39847329	BCKDHB	81053999
SEPT7P2	45808616	PSPH	56078743
SEPT7P2	45808259	PSPH	56088924
SLC11A2	51373841	MCM3	52130873
SMA4	69697494	GTF2H2C,GTF2H2D	68860926
TAS2R14	11091176	PRR4,PRH1	11126254
TCL6	96137824	TCL1B	96157073
THEM4	151861849	OPA3	46051032
THUMPD3	9427607	GNL3L	54589101
TIMM23B	51387763	LINC00843	51732772
TMSB10	85133789	3-Mar	126205301
TPRKB	73959412	FAM116A	57612311
TPRKB	73961556	PARP14	122448308
TPRKB	73961556	ZNF273	64390271
TRIM58	248040594	PHF7	52448603
UBA2	34957919	WTIP	34981281
UCHL3	76169126	LMO7	76195899
VAMP1	6574056	CD27-AS1	6557923
WDR55	140049641	HECA	139499736
XPO1	61705070	RPS11	50000488
YLPM1	75249021	C2orf78	74043067
ZNF18	11898875	TPRKB	73959412
ZNF621	40577606	FLJ33630	127396836
ZNF664	124488087	FAM120AOS	96209979
ZNF828	115086707	LILRA5	54818522
AD_1	10404	HPS5	18300216
AD_1	10404	KIAA0240	42778043
AD_1	10404	PEG10	94292645
AD_1	10404	PIK3C2A	17108123
AD_1	10404	STK4	43681726
AD_1	10404	WDR6	49045040
AK000470	3820040	LOC389906	3735575
AK311108	147874817	LOC728855	149615764
AK311108	147874817	LOC728875,LOC728855	144300511
ARIH2	48964895	HAVCR2	156513534
ARPC4	9845697	TTLL3	9852305
ARPP19	52840678	FTSJ2	2279053
BC110832,LOC728855	149576699	BC065231	145004780
BCL2L11	111926021	SLC39A9,BC062762	69908785
C16orf61	81010076	ACOX1	73940190
C16orf61	81010076	FANCD2	10143212
C6orf114	13470862	GFOD1	13486870
CALML4	68489966	CLN6	68501975
CCDC144B	18528929	PRPSAP2	18768781
CCNB1IP1	20784386	NOS3	150700425
CDC42	22400712	CLEC2D	9847356
CHCHD4	14154146	GRHPR	37432135
CLN6	68501975	CALML4	68489966
CR1	207814712	CLEC2D	9845711
cytochrome_b	15887	RDBP	31919863
cytochrome_b	15887	RPL30	99053937
cytochrome_b	15887	RPS2	2012061
cytochrome_b	15887	SNX6	35030617
cytochrome_b	15887	TCOF1	149777916
cytochrome_b	15887	WASF2	27730733
DHRS1	24761404	RABGGTA	24740517
EEF2	3977342	RP5-857K21.11	570104
EIF1AX	20159965	PDE4DIP	144851423
FAM18A	10862339	HSH2D	16268020
FARSB	223507724	TRIM61	165890630
FLJ39739	147931903	BC023516	149291203
FLJ39739	147931979	BC065231	145004780
GNG5	84967653	CTBS	85028940
GPR37L1	202098158	FAM120AOS	96212761
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-DPB1	33048711	HLA-DRB1,HLA-DRB6	32546546
HLA-DQB2	32731329	HLA-DRB1,HLA-DRB6	32522466
HLA-DRB1,HLA-DRB5	32557612	HLA-DPB1	33048448
KIAA1267	44302739	ARL17A	44630121
KIAA1267	44302739	ARL17B	44412267
LDLRAP1	25894479	C22orf45	24825667
LOC100130000	143687308	LOC728855	149615764
LOC100130000	143687308	LOC728875,LOC728855	144300511
LOC100130581	41453649	GM2A	150648253
LOC100132247	22525241	NPIP,LOC339047	18451950
LOC100132247	22525241	NPIP,PKD1P1	16429717
LOC100233209	47610225	ACACA	35441926
LOC100233209	47610225	HMOX2	4552744
LOC100286793	143744586	BC023516	149291203
LOC100286793	143744586	BC065231	145004780
LOC23117	21902952	NPIP,LOC339047	18451950
LOC23117	21902952	NPIP,PKD1P1	16429717
LOC283335	53437269	UBXN2A	24194146
LOC389641	23085666	CHMP7	23103769
LOC728875	144521008	BC065231	145004780
LOC728875	144521008	BX647792	145013718
LOC96610	22677320	ENSG00000240269	23247166
LRMP	25216750	CENPN	81063365
MCM2	127341275	PPM1A	60749711
METTL7A	51324509	TRMT2B	100265696
MIR1204	128808254	PVT1	128902835
NCOR1	15933514	KLHL2	166243184
NCRNA00115	762864	FBXO25	381341
NCRNA00263	102133769	SFTPB	85885206
NOL4	31432418	GNB2L1	180663942
NPIP	15035796	LOC613037	30234349
NPIP	15035796	NPIPL3	29497000
NUSAP1	41663725	ZNF445	44499736
OTUD7A	31947299	ST7OT4	116599207
PAFAH1B1	2577459	EIF4H	73609850
PDE4DIP	144877271	EIF1AX	20159743
PDXDC2P	70099850	LOC100132247	22535140
PDXDC2P	70099850	LOC613037	30234349
PDXDC2P	70099850	NPIPL3	29497000
PEX26	18572497	HOOK3	42876838
PLK1	23701687	GLG1	74486717
PNOC	28196951	RPL30	99057257
POLR2E	1087152	TBC1D17	50388011
PPIL5	50069088	RHOQ	46808306
PRCP	82571158	RP11-659G9.3	82687636
PRR11	57282831	ATIC	216213817
RAB30	82687635	PRCP	82668157
RABGGTA	24740516	DHRS1	24761404
RAD1	34908998	HARS	140063413
RASGRP4	38900253	MSH6	48018066
RELB	45519564	ERCC2	45855763
RFWD3	74695349	MIS12	5393332
RNF220	45117394	abParts	105994255
RRM2	10269281	C2orf48	10281981
RRM2	10269281	C2orf48	10281982
SARS	109766600	FAM18A	10862339
1-Sep	30390855	ZSWIM1	44513508
SGTB	64964177	CEP57L1	109466422
SLC11A2	51373841	MCM3	52130873
SMA4	69697494	GTF2H2C,GTF2H2D	68860926
ST6GAL1	186796339	PABPC3	25672528
SYT15	46964019	LOC728190	89048199
TFDP2	141664015	ZNF721	434500
THEM4	151861849	OPA3	46051032
TPRKB	73959412	FAM116A	57612311
TPRKB	73961556	PARP14	122448308
UBA2	34957919	WTIP	34981281
VAMP1	6574056	CD27-AS1	6557923
WDR1	10084801	abParts	105994255
ZNF18	11898875	TPRKB	73959412
ZNF655	99158317	LOC100289187	99197827
ZNF655	99158318	LOC100289187	99197828
ZNF664	124488087	FAM120AOS	96209979
ZNF828	115086707	LILRA5	54818522
abParts	107283084	OK/SW-cl.16	7586
AD_1	10404	HMGB1	31035105
AD_1	10404	SMG6	1963132
APOLD1	12943082	TPRKB	73959410
ARPC4	9845697	TTLL3	9852305
ARPP19	52840678	FTSJ2	2279053
ATP5G2	54066426	OGDH	44663911
ATP5O	35279756	VCP	35062977
BAALC	104240217	RIMS2	104709524
BAALC	104240216	RIMS2	104709523
BC110832,LOC728855	149576699	BX647792	145013718
BMP7	55781426	RAE1	55931593
BPTF	65822453	AMZ2	66246329
C14orf2	104378855	COX6C	100899831
C6orf114	13470862	GFOD1	13486870
CALML4	68489964	CLN6	68510987
CCDC144B	18528929	PRPSAP2	18769114
CCNB1IP1	20784386	NOS3	150700425
CDC42	22400712	CLEC2D	9847356
CHCHD10	24108315	VPREB3	24095385
CHMP1B	11853867	UBE3C	157024021
CISD1	60047581	CCT5	10265111
CLN6	68510874	CALML4	68492019
CNOT1	58572675	TOPBP1	133366317
CR1	207814712	CLEC2D	9845711
CSE1L	47713121	SMARCE1	38785232
cytochrome_b	15887	abParts	105994255
cytochrome_b	15887	LMAN1	56995055
cytochrome_b	15887	POLH	43550052
cytochrome_b	15887	RPL30	99037078
cytochrome_b	15887	RPS2	2012061
cytochrome_b	15887	STK4	43681726
DHRS1	24761403	RABGGTA	24740517
DIXDC1	111892476	POLR1E	37503362
DNM1L	32879569	NAP1L4P3	48337806
DNMT1	10292753	S1PR2	10341880
DOT1L	2194547	NDUFB9	125562215
DZIP1	96232466	CAD	27460247
EEF1DP3	32520318	FRY	32652971
EEF2	3980053	TST	37407730
ENSG00000212127	11126319	LOC100129361	11324020
RP5-857K21.7	568380	RPL11	24021153
MIR4426	192685399	FBXL5	15606742
ERO1L	53138305	PSMC6	53185755
FARSB	223507724	TRIM61	165890630
FBL	40325101	MDH1	63821659
FLJ39739	147931979	BC023516	149291203
FLJ39739	147931979	BX647792	145013718
FOXJ3	42644452	GPCPD1	5585010
GALK2	49448213	SAR1B	133939485
GNB1	1770676	BCL6	187463197
GOLT1B	21671336	JA040725	7586
GPCPD1	5527434	CLDND1	98234945
HELZ	65156467	PRPF40A	153537849
HLA-B	31324988	FECH	55212072
HLA-B	31324449	PALM2-AKAP2,AKAP2	112629770
HLA-B	31324449	2-Sep	242291381
HLA-C,HLA-B	31324449	ARPP19	52839431
HLA-C,HLA-B	31324449	GOLGA2	131018107
HLA-DPB1	33048711	HLA-DQB2	32723874
HLA-DQB2	32731329	HLA-DRB1,HLA-DRB6	32522466
HLA-J	29977732	PLDN	45898592
HLA-J	29977732	STK38	36461668
HMGA1	34213998	TMEM213	138490132
JA040725	15887	POM121	72409874
KHDC1	73952253	C6orf147	74001721
KTN1	56120313	NAP1L1P3	120524852
LAPTM4A	20234822	PSMD14	162226633
LASP1	37078018	PDK1	173463340
LDHB	21791286	TEX264	51718443
LEPROT	65898236	MFNG	37865122
LOC100286793	143744586	BC023516	149291203
LOC100286793	143744586	BX647792	145013718
LOC645513	120381396	PSPH	56078743
LOC678655	6548842	VAMP1	6574056
LOC728855	144340772	BC023516	149291203
LOC728855	149576699	BC065231	145004780
LPCAT1	1488505	NDUFS6	1815964
LYST	235993526	TRAF3IP1	239308919
LYZ	69747545	NDUFA3	54610118
MFSD4	205570895	C12orf45	105388427
MGC2752	59097722	RPL23AP82	51227177
MIR1204	128808254	PVT1	128867401
NACA	57108471	PRIM1	57127931
NCOR1	15933514	KLHL2	166243184
NCRNA00287	125872032	STRBP	125884472
NDUFA3	54610118	PNMA2	26363247
NDUFB5	179342287	TRIM27	28870778
NEDD8	24687337	6-Sep	118751192
NLE1	33464661	DNAH5	13931238
NOL4	31432418	GNB2L1	180663942
NPIPL1	29415808	LOC100132247	22535140
NPIPL1	28769403	LOC613037	30234349
NPIPL1	28769403	NPIPL3	29497000
NUCB2	17316871	FAM119A	208477023
NUCKS1	205693088	VNN2	133079008
NUDT7	77775479	FHDC1	153898882
P4HA1	74837571	HAUS2	42851606
PDE4D	59573990	PART1	59817877
PEX26	18572497	WDR55	140049641
PEX5	7343934	RP11-488L18.3	247348695
PFDN5	53689725	INMT	30796045
PFDN5	53693224	KHDRBS3	136659481
PM20D2	89874638	CLTA	36212051
PRH1-PRR4	11001005	ENSG00000212127	11126253
PRKG1	52757568	BICC1	60461902
PRR11	57275150	SMG8	57289703
PXMP2	133266962	PGAM5	133291444
RAB21	72174444	MEX3D	1555154
RABGGTA	24740516	DHRS1	24761404
RFWD3	74695349	MIS12	5393332
RIMS2	104709523	BAALC	104240216
RIMS2	104709524	BAALC	104240217
RPL9	39460206	STAG2	123094474
RPLP2	811616	ABCC1	16236799
RPS10	34386146	NUDT3	34309749
RRM2	10269281	C2orf48	10281981
RRM2	10269281	C2orf48	10281982
SAMD4B	39847329	BCKDHB	81053999
SCLT1	129960196	XRCC2	152345663
SEPT7P2	45808616	CO9	55840871
SEPT7P2	45808616	PSPH	56078743
SETD2	47088110	PART1	59817877
SIDT2	117066631	TAGLN	117073718
SIDT2	117066631	TAGLN	117073718
SKIV2L2	54635837	SLC38A9	54993673
SLC11A2	51373841	MCM3	52130873
SLC25A35	8198169	JA040725	7586
SLC9C2	173571910	RABGAP1L	174247916
SPAG5-AS1	26944335	KIAA0100	26945846
SPAG7	4862749	EEF1A1	74227516
SPNS2	4442155	MYBBP1A	4442805
SRP54	35498768	SMAP1	71443863
SRP9	225977117	MAPRE1	31437795
STIP1	63953738	UIMC1	176402482
SUZ12	30267305	LPHN1	14316797
SYT15	46964019	LOC728190	89048199
TAS2R14	11091176	PRR4,PRH1	11126254
TAS2R20	11148924	PRR4,PRH1	11199619
THEM4	151861849	OPA3	46051032
TIMM23B	51387763	LINC00843	51732772
TMX2	57505140	CTNND1	57563050
TNKS2	93566875	MAPRE1	31437792
TNRC6B	40731472	POLR1E	37503683
TPRKB	73961556	PARP14	122448308
TPRKB	73961556	ZNF273	64390271
UQCRC2	21994671	FOXP1	71090543
VAMP1	6574056	CD27-AS1	6557923
WDR55	140049641	HECA	139499736
YWHAE	1248446	EEF1A1	74227348
ZFYVE21	104192172	TMED4	44621319
ZNF18	11898875	TPRKB	73959412
ZNF828	115086707	LILRA5	54818522
ADSL	40762502	SGSM3	40796700
ADSL	40762502	SGSM3	40796700
AK000470	3820040	LOC389906	3735575
ARIH2	48964895	FAM116A	57612311
ARPC4	9845697	TTLL3	9852305
BC110832,LOC728855	149576699	BC065231	145004780
BC110832,LOC728855	149576699	BX647792	145013718
BPTF	65822453	AMZ2	66244781
BSCL2	62474796	HNRNPUL2	62482972
C16orf61	81010076	FANCD2	10143212
CCSER2	86150889	TNPO1	72189055
CDC42	22400712	CLEC2D	9847356
CHMP2B	87289848	TBL1XR1	176750758
CHRFAM7A	30675585	ARHGAP11A	32921003
COPS3	17163788	IPCEF1	154476672
E2F4	67229791	RPL14	40503548
ENSG00000211894	106328418	MYC	128748866
MTATP8P1	568946	RPL11	24021149
FAM129C	17660336	GLT25D1	17670120
FAM129C	17657606	GLT25D1	17670121
FAM18A	10862339	HSH2D	16268020
FAM53B	126395456	METTL10	126448955
FARSB	223507724	TRIM61	165890630
FLJ39739	147931979	BC065231	145004780
FLJ39739	147931979	BX647792	145013718
GPR37L1	202098158	FAM120AOS	96212761
LOC100132247	21868926	NPIP,LOC339047	18451950
LOC100132247	21868926	NPIP,PKD1P1	16429717
LOC100233209	47610225	ACACA	35441926
LOC100233209	47603241	GINS1	25427818
LOC100233209	47603241	ORAI2	102093563
LOC100286793	143744586	BC065231	145004780
LOC100286793	143744586	BX647792	145013718
LOC613037	30257121	NPIP,LOC339047	18451950
LOC613037	30257121	NPIP,PKD1P1	16429717
MIR1204	128808254	PVT1	128902835
NAIP	70282272	OCLN	68830520
NHP2L1	42078555	LLPH	66516848
NPIPL1	29415808	LOC100132247	22535140
NPIPL1	29415808	LOC613037	30234349
NPIPL1	28769403	NPIPL3	29497000
NUSAP1	41663725	OR7D2	9296402
NUSAP1	41663725	ZNF445	44499736
ONECUT2	55154663	CIZ1	130942803
PDXDC2P	70099850	LOC100132247	22535140
PDXDC2P	70099850	LOC613037	30234349
PDXDC2P	70099850	NPIPL3	29497000
PMS2P3	75157452	PRKRIP1	102038066
POLA2	65063461	CDC42EP2	65088015
PPPDE2	41996058	ARIH2	48964895
PRH1-PRR4	11001005	ENSG00000212127	11126253
PRPF3	150305157	LOC349408	12924369
PRR13	53837557	PCBP2	53848510
PYHIN1	158914832	IFI16	158979793
RRM2	10269281	C2orf48	10281981
RRM2	10269281	C2orf48	10281981
RUNDC2C	29376379	PLA2G10	14766404
SLC25A3	98995485	YWHAB	43536816
SYT15	46964019	LOC728190	89048199
TAS2R20	11148924	PRR4,PRH1	11199619
TCL6	96137824	TCL1B	96157073
UQCRQ	132203400	LEAP2	132209642
ZNF18	11898875	TPRKB	73959412
ZNF343	2473564	SNRPB	2442280
ZNF664	124488087	FAM120AOS	96209979
ADSL	40762502	SGSM3	40796700
ARIH2	48964895	HAVCR2	156513534
ARPC4	9845697	TTLL3	9852305
BPTF	65822453	AMZ2	66244781
BSCL2	62474796	HNRNPUL2	62482972
CCDC144B	18528929	PRPSAP2	18769114
CDC42	22400712	CLEC2D	9847356
CHRFAM7A	30675585	ARHGAP11A	32921003
COPS3	17163788	IPCEF1	154476672
CR1	207814712	CLEC2D	9845711
DGKA	56345407	STARD4	110835257
E2F4	67229790	RPL14	40503553
FARSB	223513459	TRIM61	165890827
FLJ39639	3315228	TSEN2	12574272
FLJ39739	147931903	BC023516	149291203
FLJ39739	147931903	BX647792	145013718
GLYCTK	52325127	DNAH1	52350471
GNG5	84967653	CTBS	85028940
LOC100132247	22525241	NPIP,LOC339047	18451950
LOC100132247	22525241	NPIP,PKD1P1	16429717
LOC100233209	47610225	ACACA	35441926
LOC100286793	143744586	BC023516	149291203
LOC100286793	143744586	BX647792	145013718
LOC400960	70278335	GPANK1	31629449
LOC613037	30256931	NPIP,LOC339047	18451950
LOC613037	30256931	NPIP,PKD1P1	16429717
LOC728855	149576699	BC023516	149291203
LOC728855	149576699	BC065231	145004780
LRMP	25216750	CENPN	81063365
MDM4	204524304	UTP6	30195065
MED18	28661695	ARIH2	48964895
METTL7A	51324509	TRMT2B	100265696
MIR1204	128808254	PVT1	128902835
MITD1	99786013	SULT1C2	108915025
NACA	57108471	PRIM1	57127931
NCOR1	15933514	KLHL2	166243184
NCRNA00287	125872032	STRBP	125884472
NPIPL1	29415808	LOC100132247	22535140
NPIPL1	29415808	LOC613037	30234349
NPIPL1	29415808	NPIPL3	29497000
NUSAP1	41663725	YES1	722967
NUSAP1	41663725	ZNF445	44499736
OMA1	58971881	NCOR1	15933514
OTUD7A	31947299	ST7OT4	116599207
PDE4DIP	144877271	EIF1AX	20159743
PDXDC2P	70099850	LOC100132247	22535140
PDXDC2P	70099850	LOC613037	30234349
PDXDC2P	70099850	NPIPL3	29497000
PIK3C2B	204392451	PLA2G10	14782128
PLCG2	81991612	7SK	81995582
PRH1-PRR4	11001005	ENSG00000212127	11126253
PRR11	57282831	ATIC	216213817
PRR13	53837557	PCBP2	53848510
RIMKLA	42883542	C5AR1	47824802
RPL14	40503527	E2F4	67229816
RPLP2	811619	RP11-832N8.1	107779426
RRM2	10269281	C2orf48	10281981
RRM2	10269281	C2orf48	10281982
RUNDC2C	29376379	PLA2G10	14766404
SEPT7P2	45808616	CO9	55840871
SEPT7P2	45808616	PSPH	56078743
SERF1B	70197759	SMN2,SMN1	69359241
SLC11A2	51373841	MCM3	52130873
SMA4	69697494	GTF2H2C,GTF2H2D	68860926
SNHG1	62620128	KDM2B	121879036
TAS2R14	11091176	PRR4,PRH1	11126254
TAS2R20	11148924	PRR4,PRH1	11199619
TCL6	96137824	TCL1B	96157073
THUMPD3	9427607	GNL3L	54589101
TIMM23B	51387763	LINC00843	51732772
TPRKB	73959412	FAM116A	57612311
TPRKB	73961556	PARP14	122448308
UQCRQ	132203400	LEAP2	132209642
UTP6	30195065	VIPR2	158823030
ZNF18	11898875	TPRKB	73959412
ZNF664	124488087	FAM120AOS	96209979
AGAP2	58135943	CPSF1	145618445
BACH2	91006626	MZB1	138723256
BC110832,LOC728855	149576699	BC065231	145004780
C1orf97	211570173	SLC1A2	35280484
CLEC2D	9847356	PGPEP1	18476295
CPM	69248839	COX5B	98263530
CUX1	101671424	KBTBD2	32907777
cytochrome_b	15887	RPL22	6245079
DDX5	62495737	GIT2	110386199
EEF1A1	74228921	TPT1	45914848
FLJ39739	147931979	BC065231	145004780
GART	34882148	WDR1	10075979
GSTP1	67354123	PWP1	108098412
HLA-C,HLA-B	31239912	HLA-F	29691434
HLA-L	30227473	HLA-A	29910533
HLA-L	30229479	HLA-C,HLA-B	31236525
HLA-L	30227473	HLA-F	29691434
HMGA1	34213998	TMEM213	138490132
KYNU	143718338	CYB5B	69496332
LOC100129637	87732068	KLHDC4	87741956
LOC100130581	41453649	GM2A	150648253
LOC100233209	47610225	ACACA	35441926
LOC100233209	47610225	HMOX2	4552744
LOC100286793	143744586	BC065231	145004780
LOC728875	144521008	BC065231	145004780
LYZ	69747545	NDUFA3	54610118
MDM1	68726160	HNRNPK	86582997
MFSD4	205570895	C12orf45	105388427
MGC2752	59097722	RPL23AP82	51227177
MIR1204	128808254	PVT1	128902835
MTATP6P1	569752	MTRNR2L3	55933927
NCRNA00287	125872032	STRBP	125884472
PEX16	45932513	PPID	159630559
PFDN5	53693224	TRPS1	116422166
PPP2R1A	52729405	RPL41	56511351
PRKCSH	11561461	GINS1	25427818
PSMC3IP	40729746	PIGP	38437663
RABGGTA	24740516	DHRS1	24761404
RIMKLA	42883542	C5AR1	47824802
RPS29	50050292	LMO4	87811066
RPS8	45244411	WBP4	41645662
RRM2	10269281	C2orf48	10281981
RUNDC2C	29376379	PLA2G10	14766404
RUSC1-AS1	155293937	NLRX1	119051879
1-Sep	30390855	ZSWIM1	44513508
SERF1	69321557	SERF1B	70197651
SNHG3	28835854	NCAPD2	6640879
SOD1	33040814	NUDC	27268250
SPTY2D1	18628609	CTSZ	57572808
SYT15	46955628	LOC728190	89048199
TAOK3	118797411	HDAC2	114257319
TFDP2	141664015	ZNF721	434500
TMOD4	151142579	VPS72	151150477
YWHAB	43536816	UBLCP1	158712422
ZNF18	11898875	TPRKB	73959412
ZNF812	9811492	ZNF266	9523270
